image_id,caption
102210,"two boxers are engaged in a match, wearing traditional muay thai attire and gloves, on a red mat."
102211,"a bottle of 2004 north american ruby wine stands beside a glass filled with dark red wine, showcasing its rich color."
102212,"the image features a green bottle of suja essential body thieves lotion, labeled as "" organic green tea "" for skincare."
102213,"a magazine page discusses the importance of excellence in education, focusing on excellence at work, with a focus on education."
102214,"a pitcher in a white sports uniform throws a baseball on the field, with palm trees and spectators in the background."
102215,"the image shows a book titled "" sommard "" by peter maravelias, featuring a colorful illustration on the cover."
102216,"the image shows several colorful tin cans of poggio ' s food products, featuring mountains and mountains in the design."
102217,"a busy bookstore with shelves of books, people browsing, and a welcoming indoor space for reading."
102218,"a blue book cover titled "" valentineta of africa "" with latin text and cultural imagery, published by dezgiato, published by chicano."
102219,"signage for "" design by fire 2008, "" indicating an entrance with a design symbol, indicating a media area."
102220,"the image shows a bottle of single malt scotch whisky, labeled as "" the single malt scotch whisky of puffton, "" with a decorative label."
102221,"a young male runner in a sports uniform named "" paly "" runs on a track, wearing green and white shorts."
102222,"the image shows two men standing beside a bunk bed with multiple beds, while a third man observes the scene."
102223,"a glass of dark amber cocktail with ice, garnished with a lime, resting on a coaster."
102224,"poster for "" coscriti 1984 "" event, featuring bold text and colorful graphics, announcing a event in mulho."
102225,"the image features a round wall clock with chinese characters, accompanied by detailed information about the time and temperature."
102226,"a wine bottle labeled "" ryk uten id "" from handbryggeriet, showcasing a smoked meat product."
102227,"a sleek white mobile phone lies flat, showcasing a blank screen and a minimalistic design with the brand name prominently displayed."
102228,"a young boy in a checkered shirt plays with a yellow box labeled "" cat "" on a carpeted surface."
102229,"the image features a small white plate with various incense sticks and a book titled "" al - ghazal, "" suggesting a theme of incenses."
102230,"the image features a decorative statue of a woman, a heartfelt clock, and a plaque about the mother of god."
102231,"a hand holds a white bottle labeled "" pocket juicer stand, "" featuring a blue cap and a checkmark."
102232,"a white ceramic pitcher with a curved handle, featuring the name "" e. rain "" and a decorative logo."
102233,"a cardboard box contains several boxes, some with bubble wrap, while others are wrapped in plastic."
102234,"two pilots in military gear are inside a fighter jet, showcasing the cockpit and cockpit equipment."
102235,"a person holds a book titled "" planet golf usa "" featuring a scenic landscape with golf courses illustrated."
102236,"a baseball game scene with players in sports uniforms on the field, and a coach overseeing the game."
102237,"a group of skiers and spectators enjoys a snowy landscape, wearing colorful clothing and skis."
102238,"three men stand together, two wearing black and white sports uniforms, holding a large jersey with "" roxan "" prominently displayed."
102239,"the image features a bottle of chanel no. 5 perfume by chanel, showcasing its elegant design and rich amber liquid."
102240,"the image shows the rear of a blue mercedes - benz, featuring a playful message about love and adventure."
102241,"a man in a white lab coat stands in a convenience store, surrounded by various products on shelves."
102242,"a packed arena during a basketball game, featuring a large scoreboard displaying game information and highlights."
102243,"two mobile phones display apps, one showing a facebook page and the other showing a twitter page, placed on a screen."
102244,"a black huawei mobile phone is displayed alongside another device in the foreground, showcasing its touchscreen interface."
